-1.0335e-07,-4.0933e-08,3.228e-08,7.2354e-08,7.7115e-08,5.0899e-08,-1.4362e-09,-7.6175e-08,-1.7081e-07,-2.8366e-07,-4.1369e-07,-5.6029e-07,-7.2314e-07,-9.022e-07,-1.0977e-06,-1.31e-06,-1.5396e-06,-1.7873e-06,-2.0543e-06,-2.3415e-06,-2.6506e-06,-2.9834e-06,-3.3424e-06,-3.7303e-06,-4.1506e-06,-4.6075e-06,-5.1066e-06,-5.6545e-06,-6.26e-06,-6.9337e-06,-7.6897e-06,-8.5461e-06,-9.5263e-06,-1.0661e-05,-1.1992e-05,-1.3575e-05,-1.5487e-05,-1.7836e-05,-2.0778e-05,-2.4549e-05,-2.9524e-05,-3.6354e-05,-4.63e-05,-6.2075e-05,-9.0105e-05,-0.00014651,-0.00027116,-0.00055781,-0.0012017,-0.002087
-3.8163e-08,4.2361e-07,2.7736e-07,-9.5516e-07,-3.4318e-06,-7.1698e-06,-1.213e-05,-1.8254e-05,-2.5486e-05,-3.3774e-05,-4.3079e-05,-5.3371e-05,-6.4628e-05,-7.6841e-05,-9.0003e-05,-0.00010412,-0.00011919,-0.00013523,-0.00015225,-0.00017026,-0.00018929,-0.00020936,-0.00023048,-0.00025269,-0.00027603,-0.00030054,-0.00032629,-0.00035337,-0.0003819,-0.00041204,-0.00044403,-0.00047816,-0.00051485,-0.00055467,-0.00059837,-0.00064697,-0.00070187,-0.00076496,-0.00083886,-0.00092722,-0.0010353,-0.0011707,-0.001345,-0.0015763,-0.0018929,-0.0023388,-0.0029725,-0.003824,-0.0046618,-0.00397
4.2972e-08,2.875e-07,-1.37e-06,-5.9007e-06,-1.3687e-05,-2.4812e-05,-3.9217e-05,-5.6786e-05,-7.7394e-05,-0.00010092,-0.00012728,-0.00015638,-0.00018818,-0.00022265,-0.00025977,-0.00029954,-0.00034199,-0.00038713,-0.00043499,-0.00048561,-0.00053903,-0.0005953,-0.00065447,-0.00071661,-0.0007818,-0.00085016,-0.00092184,-0.00099705,-0.0010761,-0.0011593,-0.0012473,-0.0013407,-0.0014406,-0.0015483,-0.0016656,-0.0017948,-0.0019391,-0.0021026,-0.0022911,-0.0025121,-0.0027756,-0.0030954,-0.0034897,-0.003982,-0.0045996,-0.0053639,-0.0062523,-0.0070809,-0.0071765,-0.0046237
9.7371e-08,-9.1358e-07,-5.8393e-06,-1.6055e-05,-3.2155e-05,-5.4301e-05,-8.2431e-05,-0.00011638,-0.00015596,-0.00020098,-0.00025129,-0.00030676,-0.00036731,-0.00043287,-0.00050344,-0.000579,-0.00065959,-0.00074523,-0.00083598,-0.0009319,-0.001033,-0.0011395,-0.0012513,-0.0013686,-0.0014916,-0.0016203,-0.0017551,-0.0018962,-0.0020441,-0.0021994,-0.0023631,-0.0025362,-0.0027203,-0.0029175,-0.0031305,-0.003363,-0.0036196,-0.0039065,-0.0042315,-0.0046044,-0.0050377,-0.0055459,-0.0061455,-0.0068506,-0.0076635,-0.0085488,-0.0093716,-0.00976,-0.0088354,-0.0048408
1.2372e-07,-3.2996e-06,-1.3404e-05,-3.1799e-05,-5.9218e-05,-9.588e-05,-0.00014172,-0.00019653,-0.00026006,-0.00033206,-0.00041233,-0.00050068,-0.000597,-0.00070121,-0.00081328,-0.00093321,-0.001061,-0.0011968,-0.0013405,-0.0014924,-0.0016524,-0.0018206,-0.0019972,-0.0021823,-0.0023759,-0.0025784,-0.00279,-0.0030112,-0.0032424,-0.0034845,-0.0037386,-0.0040061,-0.0042891,-0.0045901,-0.0049126,-0.0052609,-0.0056406,-0.0060586,-0.0065233,-0.0070446,-0.0076332,-0.0082994,-0.0090492,-0.0098769,-0.010747,-0.011562,-0.01209,-0.011853,-0.0099456,-0.0049228
1.2721e-07,-6.8265e-06,-2.3974e-05,-5.2962e-05,-9.4559e-05,-0.00014899,-0.00021616,-0.00029582,-0.00038767,-0.0004914,-0.00060676,-0.00073352,-0.00087154,-0.0010207,-0.001181,-0.0013525,-0.001535,-0.0017288,-0.0019339,-0.0021504,-0.0023783,-0.0026178,-0.0028688,-0.0031317,-0.0034064,-0.0036932,-0.0039923,-0.0043042,-0.0046295,-0.0049689,-0.0053237,-0.0056955,-0.0060863,-0.0064989,-0.006937,-0.007405,-0.0079083,-0.0084535,-0.0090476,-0.0096979,-0.01041,-0.011186,-0.012016,-0.01287,-0.013674,-0.014276,-0.014384,-0.013477,-0.010717,-0.0049554
1.1364e-07,-1.1374e-05,-3.7265e-05,-7.9055e-05,-0.00013743,-0.00021254,-0.00030425,-0.00041224,-0.00053616,-0.00067566,-0.00083041,-0.0010002,-0.0011848,-0.0013841,-0.0015982,-0.0018269,-0.0020703,-0.0023285,-0.0026016,-0.0028896,-0.0031927,-0.0035107,-0.0038439,-0.0041923,-0.0045559,-0.0049349,-0.0053294,-0.0057398,-0.0061665,-0.0066103,-0.0070721,-0.0075535,-0.0080563,-0.008583,-0.0091369,-0.0097217,-0.010342,-0.011002,-0.011706,-0.012458,-0.013255,-0.014087,-0.014929,-0.015724,-0.016368,-0.016668,-0.016301,-0.014751,-0.011276,-0.0049694
8.7724e-08,-1.6789e-05,-5.2896e-05,-0.00010941,-0.00018682,-0.00028514,-0.00040413,-0.0005434,-0.00070252,-0.00088109,-0.0010788,-0.0012952,-0.0015304,-0.001784,-0.0020561,-0.0023466,-0.0026557,-0.0029833,-0.0033295,-0.0036944,-0.004078,-0.0044803,-0.0049013,-0.005341,-0.0057992,-0.006276,-0.0067713,-0.0072852,-0.007818,-0.00837,-0.0089419,-0.0095347,-0.01015,-0.010789,-0.011454,-0.012148,-0.012873,-0.013631,-0.014423,-0.015244,-0.016084,-0.016923,-0.017717,-0.018389,-0.018808,-0.018759,-0.017908,-0.015769,-0.011698,-0.0049765
5.304e-08,-2.291e-05,-7.0446e-05,-0.00014329,-0.00024161,-0.00036522,-0.00051374,-0.00068667,-0.00088349,-0.0011038,-0.0013471,-0.0016132,-0.0019018,-0.0022128,-0.0025462,-0.002902,-0.0032802,-0.0036808,-0.004104,-0.0045496,-0.0050178,-0.0055083,-0.0060211,-0.006556,-0.0071127,-0.0076908,-0.0082902,-0.0089105,-0.0095516,-0.010213,-0.010896,-0.011599,-0.012324,-0.01307,-0.01384,-0.014632,-0.015447,-0.016284,-0.017137,-0.017997,-0.018845,-0.019646,-0.020344,-0.020845,-0.021,-0.020583,-0.019265,-0.016598,-0.012029,-0.0049809
1.2362e-08,-2.9574e-05,-8.9487e-05,-0.0001799,-0.00030061,-0.00045114,-0.00063092,-0.00083931,-0.0010757,-0.0013396,-0.0016306,-0.0019483,-0.0022926,-0.0026632,-0.0030602,-0.0034836,-0.0039333,-0.0044095,-0.0049122,-0.0054412,-0.0059965,-0.0065778,-0.007185,-0.0078175,-0.0084747,-0.0091562,-0.0098612,-0.010589,-0.011339,-0.012109,-0.0129,-0.013711,-0.014541,-0.015388,-0.016252,-0.017131,-0.018021,-0.018917,-0.019808,-0.020678,-0.0215,-0.022229,-0.022796,-0.023094,-0.022965,-0.022179,-0.020421,-0.017285,-0.012295,-0.004984
-3.2108e-08,-3.6626e-05,-0.0001096,-0.00021849,-0.00036264,-0.00054125,-0.0007535,-0.00099861,-0.0012759,-0.0015847,-0.0019246,-0.0022953,-0.0026965,-0.0031281,-0.00359,-0.0040824,-0.0046051,-0.0051583,-0.0057418,-0.0063556,-0.0069995,-0.007673,-0.0083758,-0.0091069,-0.0098657,-0.010651,-0.011462,-0.012296,-0.013153,-0.014031,-0.014928,-0.015842,-0.01677,-0.01771,-0.018659,-0.019611,-0.02056,-0.021496,-0.022404,-0.02326,-0.024029,-0.024659,-0.02507,-0.025147,-0.024726,-0.023581,-0.021415,-0.017863,-0.012515,-0.0049863
